hora,temperature,dew,Humedad,VV,presion,precip.rate.,precip.acum,uv,solar,dv,datetime,elevation,lat,lon
0.0,23.89,15.97,61.33,2.54,981.94,0.0,0.0,,,60.75,2019-03-01 00:04:00,453.0,64.21,31.45
1.0,23.52,15.7,61.92,2.07,981.94,0.0,0.0,,,131.25,2019-03-01 01:04:00,453.0,64.21,31.45
2.0,23.28,15.56,62.67,2.7,981.94,0.0,0.0,,,94.5,2019-03-01 02:04:00,453.0,64.21,31.45
3.0,23.19,16.44,65.75,3.42,981.94,0.0,0.0,,,123.75,2019-03-01 03:04:00,453.0,64.21,31.45
4.0,22.73,16.39,67.17,2.64,981.94,0.0,0.0,,,113.52,2019-03-01 04:04:00,453.0,64.21,31.45
5.0,21.57,16.02,70.67,1.81,981.94,0.0,0.0,,,144.2,2019-03-01 05:04:00,453.0,64.21,31.45
6.0,20.7,16.06,74.67,2.38,981.94,0.0,0.0,,,58.3,2019-03-01 06:04:00,453.0,64.21,31.45
7.0,20.84,16.11,74.08,1.81,981.94,0.0,0.0,,,82.5,2019-03-01 07:04:00,453.0,64.21,31.45
8.0,22.41,16.11,68.08,2.9,981.94,0.0,0.0,,,31.7,2019-03-01 08:04:00,453.0,64.21,31.45
9.0,25.32,16.34,57.92,2.96,981.94,0.0,0.0,,,82.84,2019-03-01 09:04:00,453.0,64.21,31.45
10.0,28.75,16.67,48.5,2.69,981.94,0.0,0.0,,,157.5,2019-03-01 10:04:00,453.0,64.21,31.45
11.0,30.93,14.86,38.17,2.17,981.94,0.0,0.0,,,213.75,2019-03-01 11:03:00,453.0,64.21,31.45
12.0,32.32,14.16,33.83,1.76,981.94,0.0,0.0,,,245.25,2019-03-01 12:04:00,453.0,64.21,31.45
13.0,32.96,14.3,32.58,2.8,981.94,0.0,0.0,,,142.16,2019-03-01 13:04:00,453.0,64.21,31.45
14.0,33.66,14.44,31.83,2.9,981.94,0.0,0.0,,,50.11,2019-03-01 14:04:00,453.0,64.21,31.45
15.0,34.35,13.66,29.25,3.21,981.94,0.0,0.0,,,146.25,2019-03-01 15:04:00,453.0,64.21,31.45
16.0,34.12,13.75,29.58,2.8,981.94,0.0,0.0,,,73.12,2019-03-01 16:04:00,453.0,64.21,31.45
17.0,33.98,14.12,30.58,2.69,981.94,0.0,0.0,,,92.25,2019-03-01 17:04:00,453.0,64.21,31.45
18.0,32.36,15.42,36.5,2.33,981.94,0.0,0.0,,,97.16,2019-03-01 18:04:00,453.0,64.21,31.45
19.0,29.58,17.04,47.17,1.19,981.94,0.0,0.0,,,78.75,2019-03-01 19:04:00,453.0,64.21,31.45
20.0,27.83,15.84,48.58,1.45,981.94,0.0,0.0,,,63.0,2019-03-01 20:04:00,453.0,64.21,31.45
21.0,26.81,15.65,50.42,1.55,981.94,0.0,0.0,,,35.62,2019-03-01 21:04:00,453.0,64.21,31.45
22.0,26.11,15.46,52.17,2.02,981.94,0.0,0.0,,,35.8,2019-03-01 22:04:00,453.0,64.21,31.45
23.0,25.28,14.67,51.92,1.65,981.94,0.0,0.0,,,103.12,2019-03-01 23:04:00,453.0,64.21,31.45
0.0,23.98,16.34,62.5,0.93,981.94,0.0,0.0,,,221.25,2019-03-02 00:04:00,453.0,64.21,31.45
1.0,22.31,17.59,74.75,1.24,981.94,0.0,0.0,,,228.75,2019-03-02 01:04:00,453.0,64.21,31.45
2.0,22.31,17.92,76.67,2.43,981.94,0.0,0.0,,,200.62,2019-03-02 02:04:00,453.0,64.21,31.45
3.0,22.22,17.36,75.33,4.04,981.94,0.0,0.0,,,200.62,2019-03-02 03:04:00,453.0,64.21,31.45
4.0,22.13,16.02,69.58,2.95,981.94,0.0,0.0,,,198.75,2019-03-02 04:04:00,453.0,64.21,31.45
5.0,21.62,13.56,61.25,4.66,998.87,0.0,0.0,,,185.62,2019-03-02 05:04:00,453.0,64.21,31.45
6.0,21.58,10.47,49.33,5.96,1015.8,0.0,0.0,,,183.75,2019-03-02 06:04:00,453.0,64.21,31.45
7.0,21.25,10.0,48.67,4.35,1015.8,0.0,0.0,,,187.5,2019-03-02 07:04:00,453.0,64.21,31.45
8.0,21.2,10.0,49.25,5.95,1015.8,0.0,0.0,,,178.12,2019-03-02 08:04:00,453.0,64.21,31.45
9.0,21.9,8.98,43.75,4.66,1015.8,0.0,0.0,,,176.25,2019-03-02 09:04:00,453.0,64.21,31.45
10.0,23.05,8.52,39.58,3.83,1015.8,0.0,0.0,,,170.62,2019-03-02 10:04:00,453.0,64.21,31.45
11.0,24.07,9.39,39.25,2.95,1015.8,0.0,0.0,,,174.38,2019-03-02 11:04:00,453.0,64.21,31.45
12.0,25.83,9.54,36.08,1.86,1015.8,0.0,0.0,,,180.0,2019-03-02 12:04:00,453.0,64.21,31.45
13.0,27.18,9.35,32.92,1.65,1015.8,0.0,0.0,,,155.62,2019-03-02 13:04:00,453.0,64.21,31.45
14.0,28.52,8.98,29.67,1.55,1015.8,0.0,0.0,,,163.12,2019-03-02 14:04:00,453.0,64.21,31.45
15.0,29.16,9.12,28.83,1.55,1015.8,0.0,0.0,,,127.5,2019-03-02 15:04:00,453.0,64.21,31.45
16.0,29.16,10.56,31.92,1.39,984.76,0.0,0.0,,,116.25,2019-03-02 16:04:00,453.0,64.21,31.45
17.0,28.79,11.34,34.33,1.19,981.94,0.0,0.0,,,103.12,2019-03-02 17:04:00,453.0,64.21,31.45
18.0,27.55,11.99,38.0,1.29,981.94,0.0,0.0,,,116.25,2019-03-02 18:03:00,453.0,64.21,31.45
19.0,25.65,12.27,43.5,0.93,987.58,0.0,0.0,,,110.62,2019-03-02 19:04:00,453.0,64.21,31.45
20.0,24.07,13.28,50.83,0.21,1015.8,0.0,0.0,,,116.25,2019-03-02 20:04:00,453.0,64.21,31.45
21.0,23.42,13.52,53.83,0.0,1015.8,0.0,0.0,,,82.5,2019-03-02 21:04:00,453.0,64.21,31.45
22.0,22.41,13.84,58.92,0.67,1015.8,0.0,0.0,,,247.5,2019-03-02 22:04:00,453.0,64.21,31.45
23.0,21.48,14.07,63.17,0.36,1015.8,0.0,0.0,,,255.0,2019-03-02 23:04:00,453.0,64.21,31.45
0.0,20.88,14.3,66.67,0.0,1015.8,0.0,0.0,,,168.75,2019-03-03 00:04:00,453.0,64.21,31.45
1.0,21.58,13.84,61.33,0.31,1015.8,0.0,0.0,,,101.25,2019-03-03 01:04:00,453.0,64.21,31.45
2.0,21.2,13.7,62.33,0.16,1015.8,0.0,0.0,,,51.75,2019-03-03 02:04:00,453.0,64.21,31.45
3.0,20.19,14.26,68.75,0.52,1015.8,0.0,0.0,,,271.88,2019-03-03 03:04:00,453.0,64.21,31.45
4.0,20.47,14.44,68.58,0.31,1004.51,0.0,0.0,,,279.38,2019-03-03 04:04:00,453.0,64.21,31.45
5.0,20.88,13.84,64.08,0.0,981.94,0.0,0.0,,,75.0,2019-03-03 05:04:00,453.0,64.21,31.45
6.0,20.56,14.16,67.33,0.05,981.94,0.0,0.0,,,99.38,2019-03-03 06:04:00,453.0,64.21,31.45
7.0,20.6,12.59,60.33,0.0,981.94,0.0,0.0,,,88.12,2019-03-03 07:04:00,453.0,64.21,31.45
8.0,22.46,12.92,55.0,0.1,981.94,0.0,0.0,,,56.25,2019-03-03 08:04:00,453.0,64.21,31.45
9.0,25.23,14.16,50.33,1.5,981.94,0.0,0.0,,,76.5,2019-03-03 09:04:00,453.0,64.21,31.45
10.0,26.81,16.3,52.58,3.0,981.94,0.0,0.0,,,69.75,2019-03-03 10:04:00,453.0,64.21,31.45
11.0,28.38,17.87,53.25,4.04,981.94,0.0,0.0,,,128.25,2019-03-03 11:04:00,453.0,64.21,31.45
12.0,30.05,18.47,50.33,4.4,981.94,0.0,0.0,,,68.52,2019-03-03 12:04:00,453.0,64.21,31.45
13.0,31.16,18.47,47.33,4.76,981.94,0.0,0.0,,,46.88,2019-03-03 13:04:00,453.0,64.21,31.45
14.0,31.44,19.12,48.33,4.3,981.94,0.0,0.0,,,46.88,2019-03-03 14:03:00,453.0,64.21,31.45
15.0,31.99,19.58,48.0,4.14,981.94,0.0,0.0,,,64.43,2019-03-03 15:04:00,453.0,64.21,31.45
16.0,32.27,19.63,47.25,4.35,981.94,0.0,0.0,,,48.07,2019-03-03 16:04:00,453.0,64.21,31.45
17.0,32.22,19.91,48.08,4.3,981.94,0.0,0.0,,,45.0,2019-03-03 17:04:00,453.0,64.21,31.45
18.0,31.53,19.86,50.08,4.4,981.94,0.0,0.0,,,58.12,2019-03-03 18:04:00,453.0,64.21,31.45
19.0,30.51,20.0,53.75,3.42,981.94,0.0,0.0,,,60.75,2019-03-03 19:04:00,453.0,64.21,31.45
20.0,29.72,20.42,58.08,3.63,981.94,0.0,0.0,,,111.48,2019-03-03 20:04:00,453.0,64.21,31.45
21.0,28.89,20.74,61.58,3.0,981.94,0.0,0.0,,,56.25,2019-03-03 21:04:00,453.0,64.21,31.45
22.0,28.52,20.56,61.58,4.09,981.94,0.0,0.0,,,93.07,2019-03-03 22:04:00,453.0,64.21,31.45
23.0,28.15,20.56,63.5,5.38,981.94,0.0,0.0,,,27.61,2019-03-03 23:04:00,453.0,64.21,31.45
0.0,27.96,20.56,64.25,2.69,981.94,0.0,0.0,,,81.0,2019-03-04 00:04:00,453.0,64.21,31.45
1.0,26.81,20.79,69.75,1.5,981.94,0.0,0.0,,,86.25,2019-03-04 01:04:00,453.0,64.21,31.45
2.0,25.23,19.82,73.08,3.57,981.94,0.0,0.0,,,121.88,2019-03-04 02:04:00,453.0,64.21,31.45
3.0,18.89,17.02,89.27,5.48,981.94,0.0,0.0,,,166.7,2019-03-04 03:04:00,453.0,64.21,31.45
8.0,17.78,17.22,96.0,1.24,981.94,0.0,0.0,,,45.0,2019-03-04 08:54:00,453.0,64.21,31.45
9.0,17.83,17.22,96.17,2.12,981.94,0.0,0.0,,,33.75,2019-03-04 09:04:00,453.0,64.21,31.45
10.0,18.89,16.85,88.08,2.64,981.94,0.0,0.0,,,220.5,2019-03-04 10:04:00,453.0,64.21,31.45
11.0,18.7,16.71,88.92,3.16,990.41,0.0,0.0,,,123.75,2019-03-04 11:04:00,453.0,64.21,31.45
12.0,20.65,16.71,78.83,3.16,981.94,0.0,0.0,,,105.0,2019-03-04 12:04:00,453.0,64.21,31.45
13.0,23.38,16.2,64.75,4.25,981.94,0.0,0.0,,,108.75,2019-03-04 13:04:00,453.0,64.21,31.45
14.0,24.95,16.58,59.67,4.3,981.94,0.0,0.0,,,43.98,2019-03-04 14:04:00,453.0,64.21,31.45
15.0,25.42,16.81,58.75,4.66,981.94,0.0,0.0,,,35.8,2019-03-04 15:04:00,453.0,64.21,31.45
16.0,25.88,17.22,59.33,3.52,981.94,0.0,25.4,,,78.75,2019-03-04 16:04:00,453.0,64.21,31.45
17.0,26.3,16.53,55.25,3.26,981.94,0.0,25.4,,,62.39,2019-03-04 17:04:00,453.0,64.21,31.45
18.0,26.25,16.44,55.08,1.71,981.94,0.0,25.4,,,91.88,2019-03-04 18:04:00,453.0,64.21,31.45
19.0,24.12,17.22,65.83,0.88,981.94,0.0,25.4,,,97.5,2019-03-04 19:04:00,453.0,64.21,31.45
20.0,21.95,17.5,76.5,0.77,981.94,0.0,25.4,,,88.12,2019-03-04 20:04:00,453.0,64.21,31.45
21.0,20.97,17.78,82.42,0.52,981.94,0.0,25.4,,,105.0,2019-03-04 21:04:00,453.0,64.21,31.45
22.0,20.56,18.05,86.08,0.1,998.87,0.0,25.4,,,112.5,2019-03-04 22:04:00,453.0,64.21,31.45
23.0,20.56,18.33,86.83,0.36,1015.8,0.0,25.4,,,99.38,2019-03-04 23:04:00,453.0,64.21,31.45
0.0,20.56,18.33,87.83,1.08,1015.8,0.0,0.0,,,46.88,2019-03-05 00:04:00,453.0,64.21,31.45
1.0,20.74,18.33,86.08,0.31,1015.8,0.0,0.0,,,90.0,2019-03-05 01:04:00,453.0,64.21,31.45
2.0,20.88,18.33,85.25,0.1,1015.8,0.0,0.0,,,125.62,2019-03-05 02:04:00,453.0,64.21,31.45
3.0,20.88,18.38,86.67,0.1,1015.8,0.0,0.0,,,121.88,2019-03-05 03:04:00,453.0,64.21,31.45
4.0,20.42,18.52,89.5,0.16,1015.8,0.0,0.0,,,121.88,2019-03-05 04:04:00,453.0,64.21,31.45
5.0,20.37,18.38,89.58,0.31,1015.8,0.0,0.0,,,91.88,2019-03-05 05:04:00,453.0,64.21,31.45
6.0,20.05,18.33,90.33,0.21,1015.8,0.0,0.0,,,91.88,2019-03-05 06:04:00,453.0,64.21,31.45
7.0,20.0,18.61,91.75,0.21,1015.8,0.0,0.0,,,86.93,2019-03-05 07:04:00,453.0,64.21,31.45
8.0,20.28,18.84,91.0,0.52,1015.8,0.0,0.0,,,78.75,2019-03-05 08:04:00,453.0,64.21,31.45
9.0,20.88,18.66,87.67,0.52,1015.8,0.0,0.0,,,58.3,2019-03-05 09:04:00,453.0,64.21,31.45
10.0,20.97,17.87,82.92,0.83,1015.8,0.0,0.0,,,76.88,2019-03-05 10:04:00,453.0,64.21,31.45
11.0,21.34,18.01,81.75,0.88,1015.8,0.0,0.0,,,101.25,2019-03-05 11:04:00,453.0,64.21,31.45
12.0,21.44,17.78,80.75,0.88,1015.8,0.0,0.0,,,86.25,2019-03-05 12:04:00,453.0,64.21,31.45
13.0,21.9,17.5,77.42,2.02,1015.8,0.0,0.0,,,70.57,2019-03-05 13:04:00,453.0,64.21,31.45
14.0,22.5,18.05,76.08,2.28,1015.8,0.0,0.0,,,120.0,2019-03-05 14:04:00,453.0,64.21,31.45
15.0,22.78,17.83,74.33,2.95,1015.8,0.0,0.0,,,76.5,2019-03-05 15:04:00,453.0,64.21,31.45
16.0,22.92,17.69,72.83,2.49,1015.8,0.0,0.0,,,101.25,2019-03-05 16:04:00,453.0,64.21,31.45
17.0,22.08,18.33,79.17,2.9,1015.8,0.0,0.0,,,58.12,2019-03-05 17:04:00,453.0,64.21,31.45
18.0,22.22,19.12,83.0,2.23,1015.8,0.0,0.0,,,105.75,2019-03-05 18:04:00,453.0,64.21,31.45
19.0,22.22,18.61,80.08,1.19,1004.51,0.0,0.0,,,285.75,2019-03-05 19:04:00,453.0,64.21,31.45
20.0,21.9,18.61,82.58,1.19,981.94,0.0,0.0,,,247.5,2019-03-05 20:04:00,453.0,64.21,31.45
21.0,21.48,18.89,84.58,1.92,981.94,0.0,0.0,,,228.75,2019-03-05 21:04:00,453.0,64.21,31.45
22.0,20.97,18.38,85.33,0.21,1010.16,0.0,0.0,,,105.0,2019-03-05 22:04:00,453.0,64.21,31.45
23.0,20.19,18.75,91.42,1.71,1015.8,0.0,0.0,,,65.25,2019-03-05 23:04:00,453.0,64.21,31.45
0.0,20.0,19.26,94.67,2.02,1015.8,0.0,0.0,,,21.48,2019-03-06 00:04:00,453.0,64.21,31.45
1.0,20.37,19.72,95.92,2.18,1015.8,0.0,0.0,,,54.0,2019-03-06 01:04:00,453.0,64.21,31.45
2.0,20.74,19.72,93.75,2.18,1015.8,0.0,0.0,,,38.25,2019-03-06 02:04:00,453.0,64.21,31.45
3.0,21.11,19.44,91.5,1.91,1015.8,0.0,0.0,,,45.0,2019-03-06 03:04:00,453.0,64.21,31.45
4.0,21.11,19.44,91.75,1.81,1015.8,0.0,0.0,,,67.5,2019-03-06 04:04:00,453.0,64.21,31.45
5.0,21.11,19.53,92.17,2.49,1015.8,0.0,0.0,,,58.12,2019-03-06 05:04:00,453.0,64.21,31.45
6.0,21.11,19.21,90.58,3.21,1015.8,0.0,0.0,,,50.62,2019-03-06 06:04:00,453.0,64.21,31.45
7.0,21.11,18.94,90.0,3.01,1015.8,0.0,0.0,,,28.75,2019-03-06 07:04:00,453.0,64.21,31.45
8.0,22.13,18.84,82.17,4.5,998.87,0.0,0.0,,,37.84,2019-03-06 08:04:00,453.0,64.21,31.45
9.0,24.12,18.19,68.75,4.09,981.94,0.0,0.0,,,27.0,2019-03-06 09:04:00,453.0,64.21,31.45
10.0,25.79,17.27,60.25,3.83,981.94,0.0,0.0,,,96.75,2019-03-06 10:04:00,453.0,64.21,31.45
11.0,26.99,17.36,56.08,4.4,981.94,0.0,0.0,,,36.0,2019-03-06 11:04:00,453.0,64.21,31.45
12.0,28.29,17.59,52.75,4.04,981.94,0.0,0.0,,,62.39,2019-03-06 12:04:00,453.0,64.21,31.45
13.0,29.63,18.19,50.33,3.68,981.94,0.0,0.0,,,101.25,2019-03-06 13:04:00,453.0,64.21,31.45
14.0,30.28,18.66,50.33,2.33,981.94,0.0,0.0,,,63.75,2019-03-06 14:04:00,453.0,64.21,31.45
15.0,30.18,19.12,51.58,2.18,981.94,0.0,0.0,,,93.07,2019-03-06 15:04:00,453.0,64.21,31.45
16.0,31.34,19.49,49.92,2.17,981.94,0.0,0.0,,,95.62,2019-03-06 16:04:00,453.0,64.21,31.45
17.0,30.09,20.14,55.58,2.44,981.94,0.0,0.0,,,82.5,2019-03-06 17:04:00,453.0,64.21,31.45
18.0,28.98,20.56,60.5,1.97,981.94,0.0,0.0,,,84.38,2019-03-06 18:04:00,453.0,64.21,31.45
19.0,26.48,20.56,70.08,1.76,981.94,0.0,0.0,,,78.75,2019-03-06 19:04:00,453.0,64.21,31.45
20.0,24.86,21.21,79.92,1.45,981.94,0.0,0.0,,,58.3,2019-03-06 20:04:00,453.0,64.21,31.45
21.0,23.98,21.67,87.25,1.71,981.94,0.0,0.0,,,50.11,2019-03-06 21:04:00,453.0,64.21,31.45
22.0,23.66,21.67,88.67,1.81,981.94,0.0,0.0,,,60.0,2019-03-06 22:04:00,453.0,64.21,31.45
23.0,23.33,21.67,89.0,2.07,981.94,0.0,0.0,,,60.34,2019-03-06 23:04:00,453.0,64.21,31.45
0.0,23.8,21.62,87.58,1.86,981.94,0.0,0.0,,,19.43,2019-03-07 00:04:00,453.0,64.21,31.45
1.0,24.21,20.93,82.17,2.75,981.94,0.0,0.0,,,113.52,2019-03-07 01:04:00,453.0,64.21,31.45
2.0,24.67,20.7,78.92,3.83,981.94,0.0,0.0,,,22.5,2019-03-07 02:04:00,453.0,64.21,31.45
3.0,24.12,21.06,82.5,2.49,981.94,0.0,0.0,,,153.75,2019-03-07 03:04:00,453.0,64.21,31.45
4.0,23.8,21.53,86.25,1.24,981.94,0.0,0.0,,,162.0,2019-03-07 04:04:00,453.0,64.21,31.45
5.0,23.33,21.58,90.0,0.83,981.94,0.0,0.0,,,80.62,2019-03-07 05:04:00,453.0,64.21,31.45
6.0,23.33,21.72,90.67,1.14,981.94,0.0,0.0,,,58.3,2019-03-07 06:04:00,453.0,64.21,31.45
7.0,23.61,21.9,91.08,0.78,981.94,0.0,0.0,,,60.34,2019-03-07 07:04:00,453.0,64.21,31.45
8.0,26.53,21.2,73.42,0.83,981.94,0.0,0.0,,,107.39,2019-03-07 08:04:00,453.0,64.21,31.45
9.0,30.23,20.74,57.58,0.67,981.94,0.0,0.0,,,84.38,2019-03-07 09:04:00,453.0,64.21,31.45
10.0,31.62,20.0,50.5,1.76,981.94,0.0,0.0,,,90.0,2019-03-07 10:04:00,453.0,64.21,31.45
11.0,31.62,20.0,49.83,2.17,981.94,0.0,0.0,,,161.25,2019-03-07 11:04:00,453.0,64.21,31.45
12.0,32.64,20.56,49.58,2.33,981.94,0.0,0.0,,,51.75,2019-03-07 12:04:00,453.0,64.21,31.45
13.0,33.06,22.87,55.75,1.71,981.94,0.0,0.0,,,75.0,2019-03-07 13:04:00,453.0,64.21,31.45
14.0,33.1,23.01,55.5,2.18,981.94,0.0,0.0,,,112.5,2019-03-07 14:04:00,453.0,64.21,31.45
15.0,32.55,23.15,58.08,1.86,981.94,0.0,0.0,,,71.25,2019-03-07 15:04:00,453.0,64.21,31.45
16.0,31.48,23.33,63.08,1.55,981.94,0.0,0.0,,,99.38,2019-03-07 16:04:00,453.0,64.21,31.45
17.0,30.65,24.4,69.75,0.77,981.94,0.0,0.0,,,133.12,2019-03-07 17:04:00,453.0,64.21,31.45
18.0,31.71,23.8,63.0,0.83,981.94,0.0,0.0,,,71.25,2019-03-07 18:04:00,453.0,64.21,31.45
19.0,29.03,24.17,75.25,0.57,981.94,0.0,0.0,,,103.12,2019-03-07 19:04:00,453.0,64.21,31.45
20.0,26.94,23.7,82.17,0.67,981.94,0.0,0.0,,,123.75,2019-03-07 20:04:00,453.0,64.21,31.45
21.0,24.81,23.38,90.92,3.06,981.94,0.0,0.0,,,180.0,2019-03-07 21:04:00,453.0,64.21,31.45
22.0,24.91,22.32,85.83,5.18,981.94,0.0,0.0,,,176.25,2019-03-07 22:04:00,453.0,64.21,31.45
23.0,23.2,17.83,72.0,7.35,981.94,0.0,0.0,,,174.38,2019-03-07 23:04:00,453.0,64.21,31.45
0.0,22.78,17.36,71.67,6.01,981.94,0.0,0.0,,,178.12,2019-03-08 00:04:00,453.0,64.21,31.45
1.0,22.41,15.28,64.5,5.44,984.76,0.0,0.0,,,185.62,2019-03-08 01:04:00,453.0,64.21,31.45
2.0,22.22,13.2,56.58,6.68,984.76,0.0,0.0,,,181.88,2019-03-08 02:04:00,453.0,64.21,31.45
3.0,21.9,13.47,59.25,5.9,1007.34,0.0,0.0,,,174.38,2019-03-08 03:04:00,453.0,64.21,31.45
4.0,21.39,13.89,62.75,6.01,981.94,0.0,0.0,,,185.62,2019-03-08 04:04:00,453.0,64.21,31.45
5.0,21.48,13.52,60.92,5.9,998.87,0.0,0.0,,,183.75,2019-03-08 05:04:00,453.0,64.21,31.45
6.0,21.67,12.36,55.75,5.12,1015.8,0.0,0.0,,,191.25,2019-03-08 06:04:00,453.0,64.21,31.45
7.0,21.67,12.22,55.75,4.5,1015.8,0.0,0.0,,,187.5,2019-03-08 07:04:00,453.0,64.21,31.45
8.0,20.88,13.29,61.58,3.47,1015.8,0.0,0.0,,,198.75,2019-03-08 08:04:00,453.0,64.21,31.45
9.0,20.37,14.07,67.17,4.35,1015.8,0.0,0.0,,,185.62,2019-03-08 09:04:00,453.0,64.21,31.45
10.0,19.72,15.05,74.33,5.07,1015.8,0.0,0.0,,,157.5,2019-03-08 10:04:00,453.0,64.21,31.45
11.0,19.16,15.05,77.58,4.61,1015.8,0.0,0.0,,,176.25,2019-03-08 11:04:00,453.0,64.21,31.45
12.0,19.12,14.63,75.58,5.02,1015.8,0.0,0.0,,,174.38,2019-03-08 12:04:00,453.0,64.21,31.45
13.0,19.21,14.67,74.75,5.07,1015.8,0.0,0.0,,,178.12,2019-03-08 13:04:00,453.0,64.21,31.45
14.0,20.33,14.3,68.58,6.73,1015.8,0.0,0.0,,,180.0,2019-03-08 14:04:00,453.0,64.21,31.45
15.0,20.14,13.47,65.92,6.37,1015.8,0.0,0.0,,,170.62,2019-03-08 15:04:00,453.0,64.21,31.45
16.0,19.63,13.06,65.67,5.44,1015.8,0.0,0.0,,,191.25,2019-03-08 16:04:00,453.0,64.21,31.45
17.0,19.03,12.92,67.33,5.75,1015.8,0.0,0.0,,,176.25,2019-03-08 17:04:00,453.0,64.21,31.45
18.0,18.33,13.06,71.17,5.49,1015.8,0.0,0.0,,,176.25,2019-03-08 18:04:00,453.0,64.21,31.45
19.0,17.78,12.59,71.75,5.59,1015.8,0.0,0.0,,,172.5,2019-03-08 19:04:00,453.0,64.21,31.45
20.0,17.27,12.22,71.08,4.81,1015.8,0.0,0.0,,,176.25,2019-03-08 20:04:00,453.0,64.21,31.45
21.0,17.22,12.22,72.42,5.54,1015.8,0.0,0.0,,,180.0,2019-03-08 21:04:00,453.0,64.21,31.45
22.0,16.76,12.5,76.17,4.76,1015.8,0.0,0.0,,,180.0,2019-03-08 22:04:00,453.0,64.21,31.45
23.0,16.67,12.69,76.83,4.04,1015.8,0.0,0.0,,,176.25,2019-03-08 23:04:00,453.0,64.21,31.45
0.0,16.62,12.78,78.33,3.78,1015.8,0.0,0.0,,,174.38,2019-03-09 00:04:00,453.0,64.21,31.45
1.0,16.11,12.36,79.0,3.58,1015.8,0.0,0.0,,,176.25,2019-03-09 01:04:00,453.0,64.21,31.45
2.0,15.05,11.48,79.17,3.68,1015.8,0.0,0.0,,,168.75,2019-03-09 02:04:00,453.0,64.21,31.45
3.0,14.86,11.2,79.58,2.75,1015.8,0.0,0.0,,,176.25,2019-03-09 03:04:00,453.0,64.21,31.45
4.0,14.3,11.48,81.75,2.49,1015.8,0.0,0.0,,,180.0,2019-03-09 04:04:00,453.0,64.21,31.45
5.0,13.89,11.11,82.5,1.86,1015.8,0.0,0.0,,,176.25,2019-03-09 05:04:00,453.0,64.21,31.45
6.0,13.89,11.11,82.83,2.23,1015.8,0.0,0.0,,,178.12,2019-03-09 06:04:00,453.0,64.21,31.45
7.0,13.89,10.65,80.17,1.6,1015.8,0.0,0.0,,,166.88,2019-03-09 07:04:00,453.0,64.21,31.45
8.0,14.12,9.95,75.08,1.91,1015.8,0.0,0.0,,,168.75,2019-03-09 08:04:00,453.0,64.21,31.45
9.0,15.23,9.77,69.83,1.97,1015.8,0.0,0.0,,,168.75,2019-03-09 09:04:00,453.0,64.21,31.45
10.0,16.95,9.17,60.5,2.33,1015.8,0.0,0.0,,,166.88,2019-03-09 10:04:00,453.0,64.21,31.45
11.0,16.3,8.84,61.5,1.5,1015.8,0.0,0.0,,,159.38,2019-03-09 11:04:00,453.0,64.21,31.45
12.0,16.44,8.75,60.25,2.33,1015.8,0.0,0.0,,,170.62,2019-03-09 12:04:00,453.0,64.21,31.45
13.0,16.72,8.19,57.75,2.75,1015.8,0.0,0.0,,,176.25,2019-03-09 13:04:00,453.0,64.21,31.45
14.0,18.42,9.39,55.58,2.69,1015.8,0.0,0.0,,,180.0,2019-03-09 14:04:00,453.0,64.21,31.45
15.0,18.42,9.39,55.42,2.75,1015.8,0.0,0.0,,,172.5,2019-03-09 15:04:00,453.0,64.21,31.45
16.0,19.77,9.3,51.17,2.07,1015.8,0.0,0.0,,,183.75,2019-03-09 16:04:00,453.0,64.21,31.45
17.0,19.63,9.26,51.5,2.02,1015.8,0.0,0.0,,,157.5,2019-03-09 17:04:00,453.0,64.21,31.45
18.0,18.98,9.35,53.58,1.92,1015.8,0.0,0.0,,,172.5,2019-03-09 18:04:00,453.0,64.21,31.45
19.0,17.5,9.35,59.17,2.12,1015.8,0.0,0.0,,,168.75,2019-03-09 19:04:00,453.0,64.21,31.45
20.0,15.74,10.14,69.83,1.24,1015.8,0.0,0.0,,,172.5,2019-03-09 20:04:00,453.0,64.21,31.45
21.0,15.37,10.37,72.25,1.71,1015.8,0.0,0.0,,,183.75,2019-03-09 21:04:00,453.0,64.21,31.45
22.0,14.58,10.0,73.92,1.5,1015.8,0.0,0.0,,,181.88,2019-03-09 22:04:00,453.0,64.21,31.45
23.0,13.89,10.0,76.67,1.19,1015.8,0.0,0.0,,,181.88,2019-03-09 23:04:00,453.0,64.21,31.45
0.0,13.42,10.0,80.08,1.45,1015.8,0.0,0.0,,,170.62,2019-03-10 00:04:00,453.0,64.21,31.45
1.0,12.92,10.0,82.0,0.72,1015.8,0.0,0.0,,,204.38,2019-03-10 01:03:00,453.0,64.21,31.45
2.0,12.92,10.0,81.83,0.46,1015.8,0.0,0.0,,,202.5,2019-03-10 02:04:00,453.0,64.21,31.45
3.0,13.33,10.0,80.17,0.88,1015.8,0.0,0.0,,,230.62,2019-03-10 03:04:00,453.0,64.21,31.45
4.0,13.33,10.0,79.25,0.77,1015.8,0.0,0.0,,,217.5,2019-03-10 04:04:00,453.0,64.21,31.45
5.0,13.33,10.0,80.0,0.83,1015.8,0.0,0.0,,,249.38,2019-03-10 05:04:00,453.0,64.21,31.45
6.0,13.38,10.05,80.08,0.77,1015.8,0.0,0.0,,,195.0,2019-03-10 06:04:00,453.0,64.21,31.45
