hora,temperature,dew,Humedad,VV,presion,precip.rate.,precip.acum,uv,solar,dv,datetime,elevation,lat,lon
0.0,24.03,15.93,60.42,7.66,981.94,0.0,0.0,0.0,0.0,174.38,2019-03-01 00:00:00,435.0,64.17,31.40
1.0,23.75,15.56,60.25,7.82,981.94,0.0,0.0,0.0,0.0,191.25,2019-03-01 01:02:00,435.0,64.17,31.40
2.0,23.33,15.56,61.82,7.68,981.94,0.0,0.0,0.0,0.0,121.7,2019-03-01 02:04:00,435.0,64.17,31.40
3.0,23.33,16.02,64.25,7.51,981.94,0.0,0.0,0.0,0.0,90.0,2019-03-01 03:01:00,435.0,64.17,31.40
4.0,22.93,16.16,65.73,6.33,981.94,0.0,0.0,0.0,0.0,74.66,2019-03-01 04:03:00,435.0,64.17,31.40
5.0,21.62,16.39,72.5,4.76,981.94,0.0,0.0,0.0,0.0,18.75,2019-03-01 05:00:00,435.0,64.17,31.40
6.0,20.28,15.79,75.83,2.8,981.94,0.0,0.0,0.0,0.0,210.0,2019-03-01 06:02:00,435.0,64.17,31.40
7.0,20.3,15.96,75.73,2.2,981.94,0.0,0.0,0.0,20.73,99.2,2019-03-01 07:04:00,435.0,64.17,31.40
8.0,22.31,16.2,68.17,4.3,981.94,0.0,0.0,0.5,165.42,67.5,2019-03-01 08:01:00,435.0,64.17,31.40
9.0,25.35,17.07,60.45,5.25,981.94,0.0,0.0,3.18,395.09,101.25,2019-03-01 09:03:00,435.0,64.17,31.40
10.0,28.1,16.71,50.0,6.84,981.94,0.0,0.0,5.58,587.0,86.25,2019-03-01 10:00:00,435.0,64.17,31.40
11.0,30.28,16.02,42.08,6.58,981.94,0.0,0.0,8.92,792.08,118.12,2019-03-01 11:02:00,435.0,64.17,31.40
12.0,31.36,16.01,39.82,7.34,981.94,0.0,0.0,11.0,854.55,35.8,2019-03-01 12:04:00,435.0,64.17,31.40
13.0,31.85,15.37,37.25,7.35,981.94,0.0,0.0,10.33,762.92,43.12,2019-03-01 13:01:00,435.0,64.17,31.40
14.0,32.47,13.53,31.73,6.95,981.94,0.0,0.0,10.0,839.82,95.11,2019-03-01 14:03:00,435.0,64.17,31.40
15.0,33.15,13.24,30.08,6.42,981.94,0.0,0.0,7.0,734.08,118.12,2019-03-01 15:00:00,435.0,64.17,31.40
16.0,32.96,13.52,30.83,6.21,981.94,0.0,0.0,2.75,480.08,106.88,2019-03-01 16:02:00,435.0,64.17,31.40
17.0,32.78,14.14,32.55,5.54,981.94,0.0,0.0,0.0,308.82,66.48,2019-03-01 17:04:00,435.0,64.17,31.40
18.0,30.6,17.36,45.5,4.25,981.94,0.0,0.0,0.0,48.17,88.12,2019-03-01 18:01:00,435.0,64.17,31.40
19.0,28.38,17.02,50.18,4.41,981.94,0.0,0.0,0.0,17.45,74.66,2019-03-01 19:03:00,435.0,64.17,31.40
20.0,26.92,17.58,56.45,3.67,981.94,0.0,0.0,0.0,0.0,80.8,2019-03-01 20:04:00,435.0,64.17,31.40
21.0,26.25,17.59,59.0,3.88,981.94,0.0,0.0,0.0,0.0,129.38,2019-03-01 21:01:00,435.0,64.17,31.40
22.0,25.56,16.87,58.73,2.77,981.94,0.0,0.0,0.0,0.0,58.3,2019-03-01 22:03:00,435.0,64.17,31.40
23.0,25.23,15.74,55.67,2.43,981.94,0.0,0.0,0.0,0.0,187.5,2019-03-01 23:00:00,435.0,64.17,31.40
0.0,24.3,15.7,58.17,1.81,981.94,0.0,0.0,0.0,0.0,208.12,2019-03-02 00:02:00,435.0,64.17,31.40
1.0,23.69,17.17,66.45,2.09,981.94,0.0,0.0,0.0,0.0,236.25,2019-03-02 01:04:00,435.0,64.17,31.40
2.0,22.96,17.45,71.08,2.02,981.94,0.0,0.0,0.0,0.0,225.0,2019-03-02 02:01:00,435.0,64.17,31.40
3.0,22.88,17.27,70.55,4.29,981.94,0.0,0.0,0.0,0.0,181.02,2019-03-02 03:03:00,435.0,64.17,31.40
4.0,22.59,16.21,66.67,4.09,981.94,0.0,0.0,0.0,0.0,251.25,2019-03-02 04:00:00,435.0,64.17,31.40
5.0,22.64,13.56,57.0,4.82,981.94,0.0,0.0,0.0,0.0,187.5,2019-03-02 05:02:00,435.0,64.17,31.40
6.0,22.22,9.5,44.55,5.48,981.94,0.0,0.0,0.0,0.0,187.16,2019-03-02 06:04:00,435.0,64.17,31.40
7.0,22.52,9.29,42.91,4.69,1009.64,0.0,0.0,0.0,27.91,211.7,2019-03-02 07:02:00,435.0,64.17,31.40
8.0,22.83,8.89,41.33,6.16,1015.8,0.0,0.0,0.0,161.67,196.88,2019-03-02 08:01:00,435.0,64.17,31.40
9.0,22.83,8.38,39.45,7.63,1015.8,0.0,0.0,1.82,346.64,185.11,2019-03-02 09:03:00,435.0,64.17,31.40
10.0,24.3,8.93,37.58,4.97,1015.8,0.0,0.0,5.33,556.25,180.0,2019-03-02 10:00:00,435.0,64.17,31.40
11.0,26.3,9.63,35.0,3.32,1015.8,0.0,0.0,8.42,743.08,206.25,2019-03-02 11:02:00,435.0,64.17,31.40
12.0,28.13,9.65,31.64,3.11,1015.8,0.0,0.0,10.64,848.55,154.43,2019-03-02 12:04:00,435.0,64.17,31.40
13.0,29.07,9.91,30.5,3.21,1015.8,0.0,0.0,11.83,870.33,191.25,2019-03-02 13:01:00,435.0,64.17,31.40
14.0,28.99,8.74,28.18,4.01,1015.8,0.0,0.0,10.09,812.09,129.89,2019-03-02 14:03:00,435.0,64.17,31.40
15.0,28.66,9.58,30.58,4.04,1001.69,0.0,0.0,7.17,686.17,150.0,2019-03-02 15:00:00,435.0,64.17,31.40
16.0,28.56,11.48,34.67,4.14,981.94,0.0,0.0,4.17,514.25,146.25,2019-03-02 16:02:00,435.0,64.17,31.40
17.0,28.64,12.47,37.09,3.95,981.94,0.0,0.0,2.27,291.18,133.98,2019-03-02 17:04:00,435.0,64.17,31.40
